user_id,item_id,timestamp,correct,skill_id
0,628,5398755,0,337
0,803,9961082,0,337
0,803,9961086,0,337
0,803,9961088,0,337
0,803,9961090,0,337
0,803,9961093,0,337
0,803,9961095,0,337
0,803,9961078,0,337
0,803,9961098,0,337
0,803,9961104,0,337
0,803,9961107,0,337
0,803,9961117,0,337
0,803,9961122,0,337
0,803,9961158,0,337
0,803,9961160,1,337
0,803,9961102,0,337
0,803,9961073,0,337
0,803,9961110,0,337
0,803,9960947,0,337
0,628,5398987,0,337
0,628,5398988,1,337
0,800,9960833,0,337
0,801,9960847,1,337
0,802,9960861,0,337
0,803,9960872,0,337
0,802,9960867,1,337
0,803,9960886,0,337
0,803,9960894,0,337
0,803,9960898,0,337
0,803,9960903,0,337
0,803,9960907,0,337
0,803,9960909,0,337
0,803,9960883,0,337
0,803,9961031,0,337
1,2463,47441430,0,337
1,2463,47441458,1,337
1,2463,47441456,0,337
1,2462,47441418,1,337
1,2462,47441354,0,337
1,2462,47441347,0,337
1,1476,47441157,0,337
1,2462,47441370,0,337
2,2463,51671611,0,337
2,2463,51671602,0,337
2,2463,51671557,0,337
2,2463,51671620,1,337
2,2462,51671521,0,337
2,1476,51671454,0,337
2,2462,51671538,1,337
3,1624,35520248,1,337
6,803,14780838,0,337
6,804,14780901,1,337
6,804,14780899,0,337
6,804,14780896,0,337
6,804,14780867,0,337
6,803,14780857,1,337
6,803,14780852,0,337
6,803,14780850,0,337
6,802,14780834,1,337
6,802,14780833,0,337
6,802,14780832,0,337
6,802,14780827,0,337
6,801,14780823,1,337
6,801,14780822,0,337
6,801,14780821,0,337
6,801,14780819,0,337
6,800,14780750,0,337
6,799,12362436,1,337
6,799,12362309,0,337
8,803,11760993,1,337
8,802,11760876,1,337
8,803,11760943,0,337
8,800,11760819,0,337
8,799,11759868,1,337
8,801,11760842,1,337
11,801,21778032,1,337
11,804,21778061,1,337
11,804,21778059,0,337
11,804,21778056,0,337
11,803,21778051,0,337
11,803,21778050,0,337
11,803,21778047,0,337
11,802,21778042,1,337
11,802,21778040,0,337
11,802,21778039,0,337
11,802,21778037,0,337
11,801,21778030,0,337
11,801,21778031,0,337
11,800,21778014,0,337
11,801,21778026,0,337
11,800,4237556,0,337
11,801,4237569,1,337
11,802,4237602,0,337
11,802,4237605,1,337
11,803,4237620,0,337
11,802,4237587,0,337
11,803,4237750,0,337
11,803,4237755,0,337
11,803,4237762,0,337
11,803,4237765,1,337
11,803,4237650,0,337
12,1622,51928183,0,337
12,1621,51928118,0,337
12,1621,51928135,0,337
12,1621,51928107,0,337
12,1621,51928137,0,337
12,1621,51928138,0,337
12,1622,51928155,0,337
12,1622,51928187,1,337
12,2463,51928719,0,337
12,1476,51928447,0,337
12,2462,51928708,0,337
12,2462,51928710,0,337
12,2462,51928715,1,337
12,2463,51928717,0,337
12,2463,51928721,0,337
12,2463,51928723,1,337
12,1620,51928097,1,337
12,1623,51928204,1,337
12,1620,51928096,0,337
12,2398,47799973,0,337
12,1620,51928094,0,337
12,1461,47799911,0,337
12,2398,47799971,0,337
12,2398,47799972,0,337
12,2399,47799980,0,337
12,2399,47799981,0,337
12,2399,47799982,1,337
12,2400,47799985,0,337
12,2400,47799986,0,337
12,1620,51928095,0,337
12,2400,47799989,1,337
12,2401,47799993,0,337
12,2401,47799999,0,337
12,2401,47800007,1,337
12,1595,51928004,0,337
12,1593,51928021,1,337
12,1594,51928026,1,337
12,1624,51928078,0,337
12,2400,47799988,0,337
13,799,12113862,1,337
15,1623,78293438,1,337
15,1622,78293390,1,337
15,1624,78293138,0,337
15,1620,78293276,1,337
15,1621,78293343,1,337
16,1624,47530491,0,337
16,1623,47530665,1,337
16,1622,47530631,1,337
16,1621,47530563,1,337
16,1620,47530542,1,337
16,2401,41477813,1,337
16,2400,41477792,1,337
16,2399,41477750,1,337
16,2398,41477726,1,337
16,1461,41477689,0,337
16,1594,39069636,1,337
16,1593,39069631,1,337
16,1595,39069579,0,337
19,1593,49268959,1,337
19,1594,49268968,1,337
19,1595,49268926,0,337
19,1593,49268954,0,337
20,1622,48845692,0,337
20,1620,48845627,0,337
20,1620,48845628,1,337
20,1621,48845635,0,337
20,1621,48845644,0,337
20,1621,48845653,0,337
20,1621,48845655,0,337
20,1621,48845662,1,337
20,1622,48845671,0,337
20,1622,48845697,0,337
20,1623,48845740,1,337
20,1622,48845706,1,337
20,1623,48845711,0,337
20,1623,48845737,0,337
20,1620,48845625,0,337
20,1476,50659077,0,337
20,2462,50659119,1,337
20,2463,50659145,1,337
20,2463,50659125,0,337
20,2463,50659134,0,337
20,1622,48845701,0,337
20,1620,48845616,0,337
20,2398,46340672,0,337
20,1594,48845295,1,337
20,1461,46340661,0,337
20,2398,46340667,0,337
20,2398,46340675,1,337
20,2399,46340681,0,337
20,2399,46340683,0,337
20,2399,46340699,0,337
20,2399,46340701,1,337
20,2400,46340712,0,337
20,1624,48845602,0,337
20,2400,46340723,0,337
20,2400,46340732,1,337
20,2401,46340741,0,337
20,2401,46340744,0,337
20,2401,46340750,0,337
20,2401,46340753,1,337
20,1595,48845210,0,337
20,1593,48845267,1,337
20,1594,48845277,0,337
20,1594,48845292,0,337
20,2400,46340728,0,337
21,2400,47708917,1,337
21,2401,47708922,1,337
21,2400,47708914,0,337
21,2398,47708867,1,337
21,2399,47708890,1,337
21,2400,47708901,0,337
21,1461,47708840,0,337
23,803,14350128,1,337
23,802,14350123,1,337
23,802,14350105,0,337
23,804,14350169,1,337
23,800,14350045,0,337
23,799,14349107,1,337
23,799,14349061,0,337
23,801,14350079,1,337
24,1476,38457451,1,337
25,1624,42950165,0,337
25,1620,42950255,1,337
25,1621,42950286,1,337
26,1621,49271502,0,337
26,1623,49271649,1,337
26,1622,49271628,1,337
26,1622,49271611,0,337
26,1621,49271515,1,337
26,1621,49271510,0,337
26,1620,49271487,1,337
26,1621,49271494,0,337
26,1624,49271436,0,337
26,1620,49271449,0,337
26,1594,48050126,1,337
26,1594,48050121,0,337
26,1594,48050117,0,337
26,1593,48050112,1,337
26,1595,48050096,0,337
26,1476,38377779,1,337
28,1622,43991553,0,337
28,1621,43991483,1,337
28,1622,43991589,1,337
28,1623,43991288,1,337
28,1624,43991285,0,337
28,1620,43991447,1,337
29,799,15401278,1,337
30,800,13313318,0,337
30,801,13313349,0,337
30,801,13313409,0,337
30,801,13313503,1,337
30,802,13313508,0,337
30,802,13313514,0,337
30,802,13313521,1,337
30,803,13313524,1,337
30,804,13313616,1,337
31,2462,52292919,1,337
31,2463,52292923,1,337
31,2462,52292885,0,337
31,1461,36827890,0,337
31,1461,36827905,1,337
31,1476,52292817,0,337
31,1461,36827770,0,337
33,1476,46241877,1,337
35,2401,50472227,1,337
35,2400,50472218,1,337
35,2398,50472195,1,337
