user_id,item_id,timestamp,correct,skill_id
0,428,4162984,1,197
11,428,10889304,1,197
23,428,20398490,1,197
37,428,15385543,1,197
39,428,7708512,1,197
40,2936,83046038,1,197
47,428,17820726,1,197
56,428,10293787,1,197
60,428,5285530,0,197
60,428,5285543,1,197
60,428,7092819,1,197
79,428,7715811,1,197
103,428,5287128,1,197
106,428,15559798,1,197
110,430,9961188,1,197
110,428,9961138,0,197
124,428,4237374,1,197
125,428,3648984,1,197
127,428,6313999,1,197
147,428,6923253,0,197
147,430,6923325,1,197
148,428,10890390,1,197
154,428,7258245,1,197
157,428,7528663,1,197
159,2936,81927151,1,197
162,428,4854195,1,197
162,428,6672114,1,197
165,2730,79492899,0,197
165,2729,79492895,1,197
165,2731,79493331,1,197
165,2730,79493005,1,197
165,2729,79492856,0,197
165,2728,79492752,1,197
165,2726,79492637,0,197
165,2725,79492578,1,197
165,2723,79492459,1,197
165,2723,79492427,0,197
165,2720,79492158,1,197
165,2726,79492669,1,197
167,428,4842313,0,197
167,428,4842372,1,197
172,430,7700090,0,197
172,428,7700064,0,197
172,430,7700097,1,197
187,428,9338536,1,197
188,428,12970625,1,197
191,2730,73625911,0,197
191,2730,73625976,1,197
191,2725,73625633,1,197
191,2732,73626233,1,197
191,2729,73625906,1,197
191,2731,73626073,1,197
191,2729,73625871,0,197
191,2725,73625417,0,197
191,2726,73625721,1,197
191,2726,73625659,0,197
191,2723,73624975,1,197
191,2720,73624546,1,197
191,2728,73625845,1,197
194,428,12981373,0,197
194,428,12981383,0,197
194,428,12981389,1,197
195,428,9960719,1,197
197,428,11777185,0,197
197,430,11777202,1,197
204,428,7708257,0,197
204,428,7708293,1,197
220,428,10889835,1,197
224,428,5723625,0,197
224,428,5723634,1,197
232,428,8313542,1,197
235,428,5105448,1,197
238,428,7715256,1,197
241,428,6937438,1,197
243,428,9510549,0,197
243,428,9510571,0,197
243,428,9510592,1,197
243,428,9511711,0,197
243,430,9511749,1,197
247,428,14350185,1,197
256,2731,72410617,1,197
256,2730,72410588,1,197
256,2729,72410572,1,197
256,2728,72410568,1,197
256,2726,72410444,1,197
256,2725,72410402,1,197
256,2723,72409541,1,197
256,2728,72410548,0,197
260,2952,81929816,1,197
271,428,7699914,0,197
271,430,7700071,1,197
294,430,21184649,1,197
294,428,21184575,0,197
298,428,6653564,1,197
298,428,6657606,1,197
305,428,6314073,1,197
307,428,5286274,1,197
311,428,13312739,1,197
312,428,10890213,0,197
312,428,10890221,1,197
312,428,10890190,0,197
321,430,9953453,1,197
321,428,9953400,0,197
324,428,7699418,0,197
324,430,7699522,1,197
329,2926,81958436,0,197
329,2926,81958480,0,197
329,2926,81958514,1,197
329,2952,81959128,1,197
329,2936,81959748,1,197
330,428,21442410,1,197
333,428,9961902,1,197
336,428,3894357,1,197
337,428,7714892,0,197
337,428,7714960,1,197
339,428,7259203,1,197
340,428,17204296,1,197
341,428,10887694,1,197
353,430,7700498,1,197
353,430,7700495,0,197
353,430,7700493,0,197
353,428,7700476,0,197
355,428,7093331,1,197
362,2739,84347177,0,197
362,2739,84347168,0,197
362,2739,84347166,0,197
362,2739,84347163,0,197
362,2739,84347157,0,197
362,2738,84347148,1,197
362,2738,84347145,0,197
362,2739,74069425,1,197
362,2739,74069275,0,197
362,2739,74069267,0,197
362,2739,74069257,0,197
362,2739,74069237,0,197
362,2738,74069223,1,197
362,2739,84347184,1,197
362,2737,74068858,1,197
362,2738,74069096,0,197
362,2720,73625312,1,197
362,2723,74068328,1,197
362,2726,74068476,1,197
362,2728,74068517,1,197
362,2725,74068408,1,197
362,2730,74068630,1,197
362,2731,74068685,1,197
362,2732,74068712,0,197
362,2732,74068723,1,197
362,2736,74068842,1,197
362,2729,74068540,1,197
364,2926,81930352,1,197
368,428,6318107,1,197
370,428,10288697,0,197
370,430,10288707,1,197
374,428,12981268,0,197
374,430,12981324,1,197
381,428,7700620,1,197
384,428,11491376,1,197
393,428,17805172,1,197
394,428,9955484,1,197
394,428,21704181,1,197
404,428,6654650,1,197
411,428,17204450,1,197
413,428,9961890,1,197
414,428,20238030,1,197
418,428,6937074,1,197
445,428,7700099,1,197
455,428,9954316,1,197
456,428,7716517,0,197
456,430,7716537,0,197
456,430,7716542,1,197
464,428,12110192,0,197
464,428,12110246,1,197
466,428,9337705,1,197
468,428,20070080,1,197
473,428,15994887,1,197
475,428,15385225,1,197
475,428,14178089,0,197
475,428,14177969,0,197
490,428,7708073,0,197
490,428,7708125,1,197
492,428,15994438,1,197
502,428,5285447,1,197
502,428,21605829,1,197
505,428,7707771,1,197
507,428,14788072,1,197
510,428,4853161,1,197
527,428,12970621,1,197
530,428,7707945,1,197
531,428,17214707,1,197
537,428,10887059,0,197
537,430,10887213,1,197
539,428,9510768,1,197
542,428,15559655,1,197
543,428,19191390,1,197
568,428,9961479,1,197
575,430,12370423,1,197
575,428,12370400,0,197
584,428,7715404,0,197
584,430,7715431,1,197
588,428,12103057,1,197
594,428,6317954,0,197
594,430,6317985,1,197
600,428,12711807,0,197
600,430,12711891,1,197
604,428,9954682,1,197
604,428,9954588,0,197
606,428,20397986,1,197
616,428,7707525,0,197
616,430,7707570,1,197
620,428,7700377,0,197
620,430,7700385,1,197
623,428,6315345,0,197
623,428,6315376,1,197
625,428,4852369,1,197
627,428,4842091,1,197
629,428,7708996,0,197
629,430,7709051,1,197
634,428,19630381,1,197
638,428,21608333,0,197
639,428,5286163,0,197
639,430,5286203,1,197
646,428,14176156,1,197
646,428,14176469,1,197
648,428,7258218,1,197
653,428,20928617,1,197
653,428,21703613,0,197
653,430,21703674,1,197
659,428,7708050,1,197
661,428,6316420,1,197
668,428,16780710,1,197
672,428,10893230,0,197
672,430,10893285,1,197
680,428,9526361,1,197
684,428,4235373,1,197
