user_id,item_id,timestamp,correct,skill_id
0,643,5400140,1,75
3,643,51760146,1,75
5,643,47012289,1,75
15,643,47542246,1,75
15,643,69825502,1,75
20,643,48759108,1,75
22,643,45801757,1,75
51,643,46414432,1,75
51,643,46414414,0,75
51,643,46414430,0,75
51,643,46414362,0,75
51,643,46414400,0,75
59,643,51669015,1,75
60,643,4068025,0,75
60,643,4068082,1,75
75,643,37163851,1,75
77,643,47530407,1,75
85,643,51677208,1,75
91,643,38461384,1,75
113,643,36894204,1,75
123,643,42186692,1,75
123,643,42186690,0,75
123,643,42186675,0,75
123,643,42186689,0,75
124,643,4238160,1,75
139,643,50807228,0,75
139,643,50807233,0,75
139,643,50807235,0,75
139,643,50807238,0,75
139,643,50807245,1,75
144,643,38553299,1,75
157,643,46237551,0,75
157,643,46237558,0,75
157,643,46237543,0,75
157,643,46237553,0,75
171,643,38551565,1,75
182,643,4243387,0,75
182,643,4243372,0,75
182,643,4243383,0,75
182,643,4243390,1,75
219,643,51675782,0,75
219,643,51675781,0,75
219,643,51675784,1,75
219,643,51675770,0,75
219,643,51675774,0,75
222,643,51766168,1,75
224,643,19622273,1,75
225,643,46492134,1,75
249,643,47451854,1,75
249,643,49267861,1,75
258,643,36644857,1,75
259,643,52015780,1,75
265,643,42793818,1,75
267,643,51753804,1,75
267,643,51753800,0,75
267,643,51674292,1,75
267,643,51674288,0,75
267,643,51674285,0,75
267,643,51674283,0,75
267,643,51674278,0,75
267,643,51674287,0,75
278,643,46423223,1,75
278,643,50643828,1,75
281,643,47024908,1,75
329,643,39067171,1,75
342,643,52034193,1,75
349,643,46921799,1,75
349,643,46921795,0,75
349,643,46921739,0,75
349,643,46921793,0,75
349,643,46921794,0,75
354,643,51754253,1,75
364,643,47545197,1,75
364,643,62572068,0,75
364,643,62572093,1,75
371,643,47008707,0,75
371,643,47008744,1,75
378,643,6662958,0,75
378,643,6662996,1,75
384,643,6653682,1,75
384,643,6653660,0,75
384,643,6653681,0,75
388,643,47794555,1,75
408,643,38974969,1,75
408,643,38973667,0,75
408,643,38974929,0,75
408,643,38974936,0,75
408,643,38974953,0,75
408,643,38974960,0,75
412,643,50464485,1,75
437,643,48048209,1,75
441,643,47449126,0,75
441,643,47449141,0,75
441,643,47449148,0,75
441,643,47449150,0,75
441,643,47449156,0,75
441,643,47449159,1,75
452,643,42186762,0,75
452,643,42186779,1,75
457,643,38455873,1,75
460,643,50650842,0,75
460,643,50650844,0,75
460,643,50650845,0,75
460,643,50650846,1,75
478,643,32671638,1,75
495,643,45804651,0,75
495,643,45804717,0,75
495,643,45804719,0,75
495,643,45804724,0,75
495,643,45804727,1,75
511,643,69825495,1,75
521,643,37259769,1,75
530,643,7709006,1,75
540,643,44601898,1,75
555,643,47447920,1,75
555,643,47447911,0,75
555,643,47447900,0,75
555,643,47447864,0,75
555,643,47447854,0,75
555,643,47447773,0,75
555,643,47447800,0,75
555,643,47447795,0,75
555,643,47447791,0,75
555,643,47447805,0,75
557,643,36730457,1,75
570,643,52213485,1,75
572,643,69825944,1,75
576,643,52026419,1,75
576,643,52026418,0,75
576,643,52026416,0,75
576,643,52026412,0,75
576,643,52026417,0,75
584,643,7716122,0,75
584,643,7716135,0,75
584,643,7716136,0,75
584,643,7716137,1,75
589,643,4067950,1,75
589,643,4067949,0,75
589,643,4067933,0,75
589,643,4067942,0,75
593,643,2440621,1,75
614,643,52292311,1,75
622,643,50472093,1,75
625,643,4853363,1,75
640,643,45631357,0,75
640,643,45631519,0,75
640,643,45631525,1,75
661,643,6318476,1,75
661,643,6318471,0,75
661,643,6318474,0,75
661,643,6318475,0,75
664,643,45803135,0,75
664,643,45803151,1,75
672,643,4240397,0,75
672,643,4240393,0,75
672,643,4240437,1,75
672,643,4240361,0,75
672,643,4240352,0,75
672,643,4240391,0,75
684,643,7259396,1,75
684,643,7259395,0,75
684,643,7259382,0,75
684,643,4235810,0,75
684,643,4235797,0,75
684,643,4235811,1,75
686,643,52280440,1,75
693,643,42781982,1,75
696,643,20409050,1,75
707,643,37152712,1,75
715,643,6663197,0,75
715,643,6663244,0,75
715,643,6663265,0,75
715,643,6663276,1,75
725,643,48300250,1,75
725,643,48744393,1,75
728,643,47708820,1,75
738,643,2433974,0,75
738,643,2433970,0,75
738,643,2433982,1,75
738,643,2433945,0,75
738,643,2433968,0,75
739,643,38558266,1,75
747,643,47456209,1,75
748,643,47630278,1,75
756,643,5276893,0,75
756,643,5276970,0,75
756,643,5277002,0,75
756,643,5277007,1,75
780,643,37770139,1,75
803,643,69824566,1,75
808,643,52280684,1,75
817,643,38557939,1,75
825,643,39070137,1,75
829,643,50475232,1,75
829,643,50475138,0,75
829,643,50475227,0,75
846,643,9338382,0,75
846,643,9527803,0,75
846,643,9527818,0,75
846,643,9527819,0,75
846,643,9527879,0,75
849,643,48299930,1,75
859,643,42171433,1,75
870,643,6318098,1,75
876,643,51755026,1,75
883,643,9512263,0,75
883,643,9512281,0,75
883,643,9512305,0,75
883,643,9512308,1,75
884,643,50475381,0,75
884,643,50475391,1,75
932,643,36644273,1,75
938,643,7104316,1,75
951,643,5286414,1,75
959,643,41393553,1,75
967,643,47636505,1,75
973,643,42870231,1,75
993,643,51687358,0,75
993,643,51687365,0,75
993,643,51687367,0,75
993,643,51687369,0,75
993,643,51687370,0,75
993,643,51687399,0,75
993,643,51687411,0,75
993,643,51687417,0,75
993,643,51687421,1,75
999,643,4852382,1,75
1003,643,3636151,1,75
1046,643,38545006,1,75
1055,643,48141529,1,75
1064,643,3645273,1,75
1072,643,21446274,0,75
1072,643,21446292,0,75
1072,643,21446298,1,75
1093,643,47448449,1,75
1121,643,42870807,1,75
1123,643,2426925,1,75
1123,643,2426921,0,75
1123,643,2426907,0,75
1134,643,46241271,1,75
1146,643,4074268,0,75
1146,643,4074289,0,75
1146,643,4074290,1,75
1153,643,47012753,1,75
1160,643,42708327,1,75
1171,643,46403462,1,75
1171,643,46403457,0,75
1171,643,46403455,0,75
1171,643,46403448,0,75
1171,643,46403418,0,75
1171,643,46403403,0,75
1171,643,46403347,0,75
1171,643,46403426,0,75
1234,643,42775924,1,75
1244,643,9432625,0,75
1244,643,9432664,0,75
1244,643,9432675,0,75
1244,643,9432684,0,75
1244,643,9432700,1,75
1249,643,51928156,1,75
1256,643,52282720,1,75
1259,643,52014478,0,75
1259,643,52014479,0,75
1259,643,52014480,0,75
1259,643,52014481,0,75
1259,643,52014483,1,75
1260,643,4077480,1,75
1265,643,44007722,0,75
1265,643,44007740,1,75
1265,643,45628762,1,75
1271,643,36643800,1,75
1276,643,50638822,0,75
1276,643,50638823,0,75
1276,643,50638811,0,75
1276,643,50638820,0,75
1277,643,50571007,0,75
1277,643,50571017,0,75
1277,643,50571022,1,75
1305,643,69825522,1,75
1312,643,48059730,1,75
1319,643,2433585,0,75
1319,643,2433559,0,75
1319,643,2433588,1,75
1319,643,2433541,0,75
1319,643,2433558,0,75
1322,643,3644629,1,75
1340,643,39148088,0,75
1340,643,39148111,0,75
1340,643,39148116,0,75
1340,643,39148132,1,75
1351,643,42856038,1,75
1351,643,42856027,0,75
1351,643,42856032,0,75
1351,643,42856035,0,75
1351,643,42856036,0,75
1360,643,5449874,1,75
1360,643,5449872,0,75
1360,643,5449865,0,75
1360,643,5449870,0,75
1376,643,7706207,0,75
1376,643,7706217,0,75
1376,643,7706221,0,75
1376,643,7706224,1,75
1377,643,7709009,1,75
1397,643,21191346,1,75
1397,643,21191321,0,75
1397,643,21191337,0,75
1397,643,21191343,0,75
1410,643,8307643,1,75
1410,643,8307641,0,75
1410,643,8307639,0,75
1410,643,8307635,0,75
1413,643,38460963,1,75
1422,643,42690611,1,75
1427,643,51935200,0,75
1427,643,51935194,0,75
1427,643,51935198,0,75
1427,643,51935199,0,75
1429,643,2697872,1,75
1432,643,48058910,0,75
1432,643,48058914,1,75
1432,643,48058905,0,75
1432,643,48058861,0,75
1432,643,48058887,0,75
1432,643,48058896,0,75
1440,643,39152048,1,75
1445,643,36560953,1,75
1456,643,52277378,0,75
1456,643,52277395,0,75
1456,643,52277418,1,75
1460,643,2858394,1,75
1490,643,47527680,1,75
1491,643,50484134,1,75
1493,643,5278847,1,75
1504,643,36657906,1,75
1504,643,38469280,1,75
1515,643,9686277,0,75
1515,643,9686295,1,75
1518,643,47450985,1,75
1522,643,49259761,0,75
1522,643,49259806,1,75
1523,643,48062210,1,75
1526,643,39160024,1,75
1580,643,30846145,1,75
1583,643,48053427,1,75
1593,643,48040015,0,75
1593,643,48040023,1,75
1602,643,4074758,0,75
1602,643,4074787,1,75
1621,643,4240895,0,75
1621,643,4240905,0,75
1621,643,4240908,0,75
1621,643,4240918,1,75
1629,643,46415222,1,75
1631,643,47629775,1,75
1642,643,4074103,1,75
1651,643,52023511,0,75
1651,643,52023514,0,75
1651,643,52023515,0,75
1651,643,52023516,1,75
1663,643,39141293,1,75
1686,643,42691909,1,75
1704,643,50807345,0,75
1704,643,50807802,0,75
1704,643,50807843,0,75
1704,643,50807847,1,75
