user_id,item_id,timestamp,correct,skill_id
0,1119,1049306,0,338
0,1119,1049312,0,338
0,1119,20225035,0,338
0,1119,20225056,0,338
0,1119,20225064,0,338
0,1119,20225069,1,338
1,1119,48659505,1,338
3,1119,52032716,0,338
9,1119,45730869,1,338
11,1119,1213740,0,338
11,1119,1213741,0,338
11,1119,1213738,0,338
13,1119,9694202,0,338
13,1119,9694218,0,338
13,1119,9694278,1,338
15,1119,78293631,0,338
16,1119,47530448,1,338
18,1119,38103637,1,338
19,1119,41732588,1,338
24,1119,51676892,1,338
25,1119,41732975,1,338
26,1119,45635314,1,338
30,1119,4240715,1,338
32,1119,1484350,0,338
33,1119,46243109,0,338
35,1119,38973695,1,338
39,1119,15571588,0,338
39,1119,15571622,0,338
39,1119,15571625,0,338
39,1119,15571638,0,338
40,1119,68628064,1,338
44,1119,7865595,0,338
44,1119,7865573,0,338
44,1119,7865605,1,338
44,1119,7865529,0,338
44,1119,7865571,0,338
48,1119,4247184,0,338
48,1119,4247186,0,338
48,1119,4247188,0,338
48,1119,4247191,0,338
48,1119,4247192,1,338
48,1119,5463609,1,338
48,1119,5463888,0,338
48,1119,5463901,1,338
49,1119,42945597,1,338
54,1119,41751928,1,338
54,1119,48400455,1,338
56,1119,2432992,1,338
57,1119,21781041,0,338
57,1119,21781043,0,338
57,1119,21781048,0,338
57,1119,21781053,1,338
62,1119,67402751,0,338
63,1119,38107576,0,338
64,1119,38119005,1,338
65,1119,37152644,0,338
66,1119,46925629,0,338
67,1119,2696013,1,338
67,1119,21705447,0,338
67,1119,21705474,1,338
71,1119,46924974,0,338
73,1119,1482888,0,338
74,1119,68627879,1,338
74,1119,78298294,1,338
80,1119,48750087,0,338
81,1119,36811382,1,338
82,1119,47013347,1,338
83,1119,9523709,0,338
83,1119,9523716,0,338
83,1119,9523719,0,338
83,1119,9523721,1,338
87,1119,21602776,1,338
87,1119,21602774,0,338
87,1119,21602770,0,338
87,1119,21602760,0,338
