user_id,item_id,timestamp,correct,skill_id
537,48736,19143708,0,63
542,48736,19143770,1,63
543,48736,19124632,0,63
546,48736,19143759,1,63
547,48736,19138786,0,63
548,48736,19157752,1,63
549,48736,19124458,0,63
554,48736,19128777,0,63
558,48736,19144126,1,63
559,48736,19131708,1,63
560,48736,19139514,1,63
584,48736,19143465,0,63
585,48736,19131991,1,63
586,48736,19131072,1,63
616,48736,19129560,1,63
617,48736,19230399,1,63
618,48735,18024400,0,63
619,48736,19144013,0,63
620,48736,19144565,0,63
621,48736,19143663,0,63
626,48736,19124670,1,63
628,48736,19124788,1,63
629,48736,19129331,0,63
632,48736,19132168,1,63
637,48735,17922592,0,63
637,48736,19125343,1,63
638,48736,19138015,0,63
639,48736,19140756,0,63
645,48736,19127985,0,63
648,48736,19141090,0,63
649,48736,19144820,1,63
654,48736,19131256,0,63
655,48736,19144023,1,63
657,48736,19128822,1,63
660,48736,19129961,0,63
661,48736,19140295,0,63
663,48736,19127650,0,63
664,48736,19143345,1,63
665,48736,19143703,0,63
667,48736,19139565,0,63
1250,48736,19139102,0,63
1355,48736,19131408,0,63
1356,48736,19131320,0,63
1359,48736,19127871,1,63
1360,48736,19131404,0,63
1363,48736,19127628,0,63
1371,48736,19124834,1,63
1372,48735,17919830,0,63
1373,48736,19230741,1,63
1375,48736,19131342,0,63
1379,48736,19129603,0,63
1383,48736,19127524,1,63
1386,48736,19132118,0,63
1387,48736,19143711,1,63
1390,48736,19124275,1,63
1391,48736,19130982,0,63
1393,48736,19124412,1,63
1396,48736,19124758,0,63
1397,48736,19143521,1,63
1399,48736,19137459,1,63
1400,48735,17921759,0,63
1400,48736,19124156,0,63
1404,48736,19131305,1,63
1407,48735,17935932,0,63
1411,48735,17918846,1,63
1411,48736,19143628,1,63
1415,48735,17930359,0,63
1415,48736,19130935,1,63
1464,48735,18002691,1,63
1468,48736,19138744,0,63
1511,48736,21033273,0,63
1521,48736,19045492,1,63
1521,48736,21026392,1,63
1524,48736,19052291,0,63
1524,48736,21033787,0,63
1526,48736,19045230,1,63
1529,48736,21027016,0,63
1547,48736,19037985,1,63
1548,48736,21026785,0,63
1552,48736,21033334,0,63
1552,48736,19052207,0,63
1554,48736,19038829,1,63
1554,48736,21041765,1,63
1555,48736,19054780,1,63
1555,48736,21033243,1,63
1557,48736,19042314,0,63
1557,48736,21045807,1,63
1558,48736,19052181,0,63
1558,48736,21033008,1,63
1560,48736,21042138,1,63
1562,48736,19038744,1,63
1562,48736,21041572,1,63
1563,48736,21045835,0,63
1564,48736,19041773,1,63
1564,48736,21044837,1,63
1565,48736,21033330,0,63
1565,48736,19055133,0,63
1583,48736,19042233,0,63
1583,48736,21044992,0,63
1586,48735,17839636,0,63
1586,48736,19041682,0,63
1586,48736,21044355,0,63
1587,48736,19041470,1,63
1587,48736,21044178,0,63
1588,48736,19041573,0,63
1588,48736,21044372,0,63
1589,48736,19045700,1,63
1589,48736,21026178,1,63
1590,48736,19046284,0,63
1592,48735,17845447,1,63
1592,48736,19045357,1,63
1595,48736,21034205,1,63
1595,48736,19054427,0,63
1595,48735,17830247,0,63
1599,48736,19042098,1,63
1600,48736,19038757,1,63
1600,48736,21041614,1,63
1604,48736,19042244,1,63
1604,48736,21045176,0,63
1605,48736,19054510,1,63
1606,48736,19052125,0,63
1606,48736,21032693,1,63
1609,48736,19045053,0,63
1609,48736,21026229,0,63
1610,48736,19041579,1,63
1625,48735,17839869,0,63
1625,48736,19041745,0,63
1626,48736,21026092,0,63
1626,48736,19045250,0,63
1640,48736,19038509,0,63
