user_id,problem_id,correct,skill_name
53167,54134,1,Multiplication Fractions
64525,54130,1,Multiplication Fractions
64525,54124,1,Multiplication Fractions
64525,86895,1,Multiplication Fractions
64525,54104,1,Multiplication Fractions
64525,86778,1,Multiplication Fractions
64634,86907,0,Multiplication Fractions
64634,86850,0,Multiplication Fractions
64634,86862,0,Multiplication Fractions
64634,86906,0,Multiplication Fractions
64634,54152,0,Multiplication Fractions
64634,86880,0,Multiplication Fractions
70677,54147,1,Multiplication Fractions
70677,86784,1,Multiplication Fractions
70677,86802,1,Multiplication Fractions
70679,54143,1,Multiplication Fractions
70679,86840,1,Multiplication Fractions
70682,54154,1,Multiplication Fractions
70682,86843,1,Multiplication Fractions
70684,86776,1,Multiplication Fractions
70684,86860,0,Multiplication Fractions
70684,86785,1,Multiplication Fractions
70684,86800,1,Multiplication Fractions
70684,54127,1,Multiplication Fractions
70684,86888,0,Multiplication Fractions
70684,54159,1,Multiplication Fractions
70684,86851,0,Multiplication Fractions
70687,54106,1,Multiplication Fractions
70687,86876,1,Multiplication Fractions
70687,54135,0,Multiplication Fractions
70687,54155,0,Multiplication Fractions
70687,54156,1,Multiplication Fractions
70688,54155,1,Multiplication Fractions
70688,54123,1,Multiplication Fractions
70688,86783,1,Multiplication Fractions
70688,54110,1,Multiplication Fractions
70692,54141,0,Multiplication Fractions
70692,54109,1,Multiplication Fractions
70693,54111,0,Multiplication Fractions
70693,54148,1,Multiplication Fractions
70693,54141,1,Multiplication Fractions
70693,54159,0,Multiplication Fractions
70693,54137,1,Multiplication Fractions
70695,54139,1,Multiplication Fractions
70695,54138,1,Multiplication Fractions
70695,54126,1,Multiplication Fractions
70695,86908,0,Multiplication Fractions
70695,86884,1,Multiplication Fractions
70699,54127,0,Multiplication Fractions
70699,54107,1,Multiplication Fractions
70699,54123,0,Multiplication Fractions
70699,54121,1,Multiplication Fractions
70699,54120,1,Multiplication Fractions
70701,86852,1,Multiplication Fractions
70701,86861,0,Multiplication Fractions
70701,86785,1,Multiplication Fractions
70701,86787,1,Multiplication Fractions
70701,86878,0,Multiplication Fractions
70701,86784,0,Multiplication Fractions
70701,54115,1,Multiplication Fractions
70701,54154,1,Multiplication Fractions
70701,86863,0,Multiplication Fractions
70702,54162,1,Multiplication Fractions
70702,86855,1,Multiplication Fractions
70702,86840,1,Multiplication Fractions
70702,86785,1,Multiplication Fractions
70702,86839,0,Multiplication Fractions
70702,86779,1,Multiplication Fractions
70702,86780,0,Multiplication Fractions
70702,54107,1,Multiplication Fractions
70702,54129,1,Multiplication Fractions
70702,54130,1,Multiplication Fractions
70702,54121,1,Multiplication Fractions
70702,86858,1,Multiplication Fractions
70702,54123,1,Multiplication Fractions
70702,54141,1,Multiplication Fractions
70702,54132,0,Multiplication Fractions
70702,54127,1,Multiplication Fractions
70702,54138,0,Multiplication Fractions
70702,54138,0,Multiplication Fractions
70704,54161,1,Multiplication Fractions
70704,86783,1,Multiplication Fractions
70704,54145,1,Multiplication Fractions
70704,54153,1,Multiplication Fractions
70704,54139,0,Multiplication Fractions
70704,54114,1,Multiplication Fractions
70704,54118,1,Multiplication Fractions
70704,86838,1,Multiplication Fractions
70704,54109,1,Multiplication Fractions
70704,54132,1,Multiplication Fractions
70704,54117,0,Multiplication Fractions
70706,54104,1,Multiplication Fractions
70706,54115,1,Multiplication Fractions
70706,86880,1,Multiplication Fractions
70707,54128,1,Multiplication Fractions
70707,54161,1,Multiplication Fractions
70707,86893,1,Multiplication Fractions
70707,86839,1,Multiplication Fractions
70707,54116,1,Multiplication Fractions
70708,54159,1,Multiplication Fractions
70708,86792,1,Multiplication Fractions
70708,86787,1,Multiplication Fractions
70708,54121,1,Multiplication Fractions
70708,54157,1,Multiplication Fractions
70709,54134,1,Multiplication Fractions
70727,54112,1,Multiplication Fractions
70727,54154,1,Multiplication Fractions
70727,86895,1,Multiplication Fractions
70727,54107,1,Multiplication Fractions
70727,86775,1,Multiplication Fractions
70728,86837,1,Multiplication Fractions
70728,54129,1,Multiplication Fractions
