user_id,problem_id,correct,skill_name
53167,49277,1,Addition Whole Numbers
53167,49288,1,Addition Whole Numbers
53167,49283,1,Addition Whole Numbers
53167,49269,1,Addition Whole Numbers
53167,49267,1,Addition Whole Numbers
53167,53613,1,Addition Whole Numbers
53167,49289,1,Addition Whole Numbers
53167,53649,1,Addition Whole Numbers
53167,53613,1,Addition Whole Numbers
53167,49266,1,Addition Whole Numbers
53167,49284,1,Addition Whole Numbers
53167,85362,1,Addition Whole Numbers
64525,53553,1,Addition Whole Numbers
64525,48569,1,Addition Whole Numbers
64525,49281,1,Addition Whole Numbers
64525,49286,1,Addition Whole Numbers
64525,49261,1,Addition Whole Numbers
64525,49264,1,Addition Whole Numbers
64525,49274,1,Addition Whole Numbers
64525,85366,1,Addition Whole Numbers
64525,49290,1,Addition Whole Numbers
64525,49265,1,Addition Whole Numbers
64525,49270,1,Addition Whole Numbers
64525,49286,1,Addition Whole Numbers
64525,53609,1,Addition Whole Numbers
64525,84817,1,Addition Whole Numbers
64525,49276,1,Addition Whole Numbers
64525,49278,1,Addition Whole Numbers
64531,53673,1,Addition Whole Numbers
64531,53537,1,Addition Whole Numbers
64531,53565,1,Addition Whole Numbers
64531,53541,1,Addition Whole Numbers
64531,84797,1,Addition Whole Numbers
64532,84797,1,Addition Whole Numbers
64532,53553,1,Addition Whole Numbers
64532,53697,1,Addition Whole Numbers
64532,53617,1,Addition Whole Numbers
64532,53581,1,Addition Whole Numbers
64535,53609,0,Addition Whole Numbers
64535,53673,1,Addition Whole Numbers
64535,53581,0,Addition Whole Numbers
64535,53629,1,Addition Whole Numbers
64535,53645,1,Addition Whole Numbers
64535,53553,0,Addition Whole Numbers
64535,53697,1,Addition Whole Numbers
64550,85354,1,Addition Whole Numbers
64550,53673,1,Addition Whole Numbers
64550,53613,1,Addition Whole Numbers
64634,49290,1,Addition Whole Numbers
64634,49276,1,Addition Whole Numbers
64634,49275,0,Addition Whole Numbers
64634,49286,1,Addition Whole Numbers
70363,85386,1,Addition Whole Numbers
70363,53533,1,Addition Whole Numbers
70676,49288,0,Addition Whole Numbers
70676,49285,1,Addition Whole Numbers
70676,49278,1,Addition Whole Numbers
70676,84793,1,Addition Whole Numbers
70676,53589,1,Addition Whole Numbers
70676,53637,1,Addition Whole Numbers
70677,49275,1,Addition Whole Numbers
70677,49267,1,Addition Whole Numbers
70677,49284,1,Addition Whole Numbers
70677,49286,1,Addition Whole Numbers
70677,49290,1,Addition Whole Numbers
70677,49277,1,Addition Whole Numbers
70677,49290,1,Addition Whole Numbers
70677,49282,1,Addition Whole Numbers
70677,49287,1,Addition Whole Numbers
70677,49275,1,Addition Whole Numbers
70677,49276,1,Addition Whole Numbers
70677,84809,0,Addition Whole Numbers
70677,85403,1,Addition Whole Numbers
70677,49261,1,Addition Whole Numbers
70677,49281,1,Addition Whole Numbers
70677,49283,1,Addition Whole Numbers
70677,49284,1,Addition Whole Numbers
70677,49281,1,Addition Whole Numbers
70679,49270,1,Addition Whole Numbers
70679,49263,1,Addition Whole Numbers
70679,49271,1,Addition Whole Numbers
70679,49279,1,Addition Whole Numbers
70679,53597,1,Addition Whole Numbers
70679,49282,1,Addition Whole Numbers
70682,49270,1,Addition Whole Numbers
70682,49275,1,Addition Whole Numbers
70682,49269,1,Addition Whole Numbers
70682,49262,1,Addition Whole Numbers
70682,49261,1,Addition Whole Numbers
70682,84793,1,Addition Whole Numbers
70682,49265,1,Addition Whole Numbers
70682,49286,1,Addition Whole Numbers
70682,49290,1,Addition Whole Numbers
70682,49278,1,Addition Whole Numbers
70682,53613,1,Addition Whole Numbers
70682,49263,1,Addition Whole Numbers
70682,49285,1,Addition Whole Numbers
70682,49275,0,Addition Whole Numbers
70682,49265,1,Addition Whole Numbers
70682,49266,1,Addition Whole Numbers
70684,49273,1,Addition Whole Numbers
70684,49278,1,Addition Whole Numbers
70684,49274,1,Addition Whole Numbers
70684,49286,1,Addition Whole Numbers
70684,49268,1,Addition Whole Numbers
70684,53617,1,Addition Whole Numbers
70684,85407,1,Addition Whole Numbers
70684,84797,0,Addition Whole Numbers
70684,49261,1,Addition Whole Numbers
70684,84825,1,Addition Whole Numbers
70687,49282,1,Addition Whole Numbers
70687,49261,1,Addition Whole Numbers
70687,49273,1,Addition Whole Numbers
70687,49268,1,Addition Whole Numbers
70687,49283,1,Addition Whole Numbers
70687,53649,0,Addition Whole Numbers
70687,53557,1,Addition Whole Numbers
70687,85407,1,Addition Whole Numbers
70687,49290,1,Addition Whole Numbers
70687,53641,1,Addition Whole Numbers
70688,49268,0,Addition Whole Numbers
70688,49276,1,Addition Whole Numbers
70688,49263,1,Addition Whole Numbers
70688,49262,1,Addition Whole Numbers
70688,49277,1,Addition Whole Numbers
70688,49286,1,Addition Whole Numbers
70688,53697,1,Addition Whole Numbers
70688,49277,1,Addition Whole Numbers
70688,49265,1,Addition Whole Numbers
70688,49263,1,Addition Whole Numbers
70688,49287,1,Addition Whole Numbers
70688,49273,0,Addition Whole Numbers
70688,49278,1,Addition Whole Numbers
70688,49263,1,Addition Whole Numbers
70688,49289,1,Addition Whole Numbers
70692,49267,1,Addition Whole Numbers
70693,49289,0,Addition Whole Numbers
70693,48550,0,Addition Whole Numbers
70693,53569,1,Addition Whole Numbers
70693,85358,1,Addition Whole Numbers
70693,49272,1,Addition Whole Numbers
70693,49266,1,Addition Whole Numbers
