user_id,item_id,timestamp,correct,skill_id
0,3768,876856,0,75
0,157077,2431307,0,75
0,166543,2430657,1,75
0,166541,2430286,0,75
0,166539,2430175,0,75
0,157075,2431269,1,75
0,4546,1999057,0,75
0,4544,1998909,1,75
0,4544,1826250,0,75
0,166539,2341880,0,75
1,157391,185785,0,75
1,168093,16945951,0,75
1,1697,14533849,1,75
1,167617,12886594,1,75
1,3817,789624,1,75
1,3815,789578,0,75
1,157393,185857,0,75
1,157077,184743,1,75
1,166533,184318,0,75
1,166531,184206,0,75
1,166529,184175,0,75
1,4539,183948,0,75
1,4537,183853,0,75
1,3778,13338,1,75
1,3776,13280,1,75
1,157075,184637,0,75
4,157099,1470310,0,75
4,1697,20213850,0,75
4,87,20041873,0,75
4,168957,18402658,0,75
4,168957,18318732,0,75
4,171089,18317237,0,75
4,166541,1383050,0,75
4,166541,1294340,0,75
4,166543,1294326,1,75
4,166539,1294260,0,75
4,4546,1124715,1,75
4,4544,1124230,0,75
4,3762,1123558,1,75
4,3760,1123450,0,75
4,166539,1382997,0,75
7,3754,791804,1,75
7,3752,621297,0,75
7,3752,791760,0,75
7,4523,792147,0,75
7,4525,792246,1,75
8,166489,1221479,1,75
8,166493,1221495,1,75
8,166543,170352,0,75
8,156733,1221802,0,75
8,156735,1221860,1,75
8,166491,1221322,0,75
8,166495,1221632,1,75
8,3850,1221143,1,75
8,4546,169955,1,75
8,3842,1197525,1,75
8,166541,184140,1,75
8,166539,184008,0,75
8,156737,1221872,1,75
8,4544,169713,0,75
8,3768,13299,1,75
8,3844,1220554,0,75
9,5989,3024166,0,75
9,166523,187809,0,75
9,168093,15215958,1,75
9,166521,187791,1,75
9,166519,186934,0,75
9,4525,170047,1,75
9,4523,169955,0,75
9,3754,16429,1,75
9,3752,16358,0,75
10,157377,15736815,1,75
10,157375,15736804,1,75
10,157101,15736736,1,75
10,157099,15736723,1,75
10,166543,15736591,1,75
10,166539,15736570,1,75
10,4539,15736443,1,75
10,4537,15736422,1,75
10,3754,15736197,1,75
10,3752,15736188,1,75
10,166541,15736580,1,75
13,167617,5717858,0,75
13,171249,7358910,0,75
16,5989,3120834,0,75
18,3752,778020,1,75
18,5991,8485629,0,75
18,5989,8485627,0,75
18,166531,1209555,0,75
18,167617,14515665,1,75
18,4525,778619,1,75
18,4523,778573,1,75
18,3754,778038,0,75
18,166529,1209488,0,75
19,166449,1901829,1,75
19,91,16431206,0,75
19,87,16431099,0,75
19,171426,15911886,1,75
19,171341,15898660,0,75
19,168846,15740846,0,75
19,168846,15739281,0,75
19,166447,1901678,1,75
19,3790,1900754,1,75
19,166443,1901126,0,75
19,3796,1900951,1,75
19,166445,1901193,0,75
19,3788,1900712,0,75
19,4539,1224348,1,75
19,4537,1224301,1,75
19,3778,793027,0,75
19,3776,793009,0,75
22,166541,19372133,1,75
22,166539,19371968,1,75
22,4525,19371439,1,75
22,166543,19372148,1,75
22,3778,19345956,0,75
22,3776,19345686,0,75
22,4523,19371408,1,75
23,166541,1819345,1,75
23,166539,1819144,0,75
23,166543,1819125,0,75
23,4525,1225770,0,75
23,4525,1385630,0,75
23,4523,1225201,0,75
23,3768,1223772,0,75
23,3768,793831,0,75
23,4523,1225548,0,75
32,166423,3803240,1,75
32,1697,16349201,0,75
32,167617,15292128,0,75
32,166427,4232799,1,75
32,166425,3803259,1,75
32,166421,3803109,0,75
32,1697,16429821,0,75
32,3817,3802219,0,75
32,3760,1382691,0,75
32,3762,1382979,1,75
32,3823,3802891,1,75
32,3815,3802058,0,75
32,4537,1813764,0,75
35,87,23067169,0,75
36,171344,13929146,0,75
36,168957,13928709,0,75
36,166449,1211344,1,75
36,166447,1210178,1,75
36,166445,1210171,1,75
36,166443,1210116,0,75
36,3796,1210007,0,75
36,167617,13217159,0,75
36,3788,1209784,0,75
36,166539,856830,0,75
36,4532,856665,1,75
36,4530,856404,0,75
36,4530,692026,0,75
36,3768,685598,0,75
36,3790,1209820,1,75
37,167620,12803041,0,75
37,822,20836686,1,75
37,167617,12802889,1,75
38,5989,17190016,0,75
38,5991,17190279,0,75
39,3752,20667603,0,75
39,3754,20667831,1,75
39,4523,20753454,0,75
39,4525,20753829,1,75
43,91,22889879,0,75
43,159493,22889326,0,75
43,157083,1988590,0,75
43,166521,1815863,1,75
43,166523,1816115,0,75
43,4525,1814152,0,75
43,3768,1211581,0,75
43,166519,1815176,0,75
43,4523,1384385,1,75
43,3768,1381681,0,75
44,3768,3038935,0,75
44,4537,3040110,0,75
44,4539,3040207,1,75
44,166519,3040490,1,75
44,166521,3040527,1,75
44,166523,3040552,0,75
46,5991,12715974,0,75
46,5989,12715956,0,75
46,157377,2003536,1,75
46,157375,2003457,1,75
46,157101,2003085,1,75
46,157099,2002979,0,75
46,166523,2001346,1,75
46,166519,2001330,1,75
46,4539,1830570,1,75
46,4537,1830375,0,75
46,3762,1829687,0,75
46,3760,1829515,0,75
46,166521,2001340,1,75
48,171089,21777759,1,75
48,167620,21171951,1,75
48,167617,21171885,1,75
48,3868,3804648,0,75
48,3768,781533,0,75
48,3870,3804862,0,75
49,5989,8655631,0,75
49,157077,2607152,1,75
49,157075,2607133,1,75
49,166541,2606671,0,75
49,166539,2606172,0,75
49,166541,2435677,0,75
49,166539,2435403,0,75
49,4525,2434088,1,75
49,4523,2433769,0,75
49,3778,2003342,1,75
49,3776,2002841,0,75
49,166543,2435634,1,75
50,5989,17794400,0,75
51,155664,4934910,0,75
51,1697,4502182,0,75
52,166443,4421402,0,75
52,156737,5026449,1,75
52,156735,5026439,1,75
52,156733,5026430,1,75
52,156733,4421805,0,75
52,166449,4421638,0,75
52,166447,4421521,1,75
52,166445,4421509,1,75
52,166443,4420448,0,75
52,3842,3816826,0,75
52,3844,3816945,1,75
52,166543,618907,1,75
52,166541,618897,1,75
52,166539,618850,0,75
52,4539,187559,1,75
52,4537,187543,1,75
52,4537,187299,0,75
52,3768,16430,1,75
52,3850,3817094,1,75
55,157075,8641298,0,75
55,3817,14515895,1,75
55,3823,14516507,0,75
55,157077,8641409,1,75
55,4532,8639795,1,75
55,3815,14515884,1,75
55,4532,8552287,0,75
55,4530,8551894,0,75
55,3778,8468575,1,75
55,3776,8468425,0,75
55,4530,8639727,1,75
56,3776,1291897,1,75
56,3778,1291907,1,75
56,4523,1292179,0,75
56,4525,1292307,1,75
56,167617,21854837,1,75
58,5989,15808313,0,75
58,5991,15808318,0,75
59,5993,14695201,0,75
59,5991,14598384,0,75
59,4532,2069971,0,75
59,4530,2069903,0,75
59,5993,14598394,0,75
59,3760,2068007,0,75
59,3762,1907565,0,75
59,3760,1907285,0,75
59,3762,2068168,0,75
60,3868,1813536,0,75
60,3868,1384379,0,75
60,157401,777027,1,75
60,157399,776798,0,75
60,157099,605688,0,75
60,157101,605929,1,75
60,166531,605062,0,75
60,166529,604851,1,75
60,4532,604311,0,75
60,4530,174835,0,75
60,3768,174271,1,75
60,166533,605198,0,75
64,3844,2501060,1,75
64,171426,11141320,0,75
64,156760,2501636,1,75
64,156758,2501610,1,75
64,156756,2501573,1,75
64,3850,2501464,1,75
64,3842,2501033,1,75
64,1697,13560597,0,75
64,166541,1463571,1,75
64,3752,1292628,0,75
64,3754,1292658,1,75
64,166543,1463581,1,75
64,4525,1463277,0,75
64,166539,1463542,1,75
64,4523,1463239,1,75
72,3776,174662,0,75
72,3776,186856,1,75
72,3778,186874,0,75
72,167617,19440898,0,75
74,3768,18419017,1,75
74,4530,18419483,1,75
74,4532,18419508,1,75
76,3768,22292544,0,75
76,3768,22377762,0,75
77,157093,1478192,1,75
77,157091,1478177,1,75
77,166511,1477915,1,75
77,166513,1477769,0,75
77,3776,1305728,1,75
77,4532,1306801,1,75
77,4530,1306500,0,75
77,3778,1305743,1,75
77,166509,1477743,0,75
80,166519,1817152,0,75
80,166523,1817314,0,75
80,166521,1817275,1,75
80,166519,1387122,0,75
80,3778,1214062,1,75
80,4544,1385157,1,75
80,3776,1213591,0,75
80,4546,1385436,1,75
81,3842,3802026,0,75
81,3844,3802359,1,75
81,3850,3803072,1,75
81,166443,3803288,0,75
81,166445,3803427,0,75
81,166447,3803588,0,75
81,166447,3894216,0,75
81,156733,4232763,1,75
81,156735,4232786,0,75
81,168957,13915726,0,75
81,156737,4232828,1,75
81,5989,6744762,0,75
81,5991,6745284,0,75
81,5993,6745327,0,75
81,166513,1819692,1,75
81,166449,3894408,1,75
81,166511,1819686,1,75
81,166519,783967,0,75
81,4546,1819401,1,75
81,3768,783325,0,75
81,4530,783701,0,75
81,166523,783933,1,75
81,166521,783991,1,75
81,166509,1819671,0,75
81,3870,1136330,1,75
81,3876,1214918,1,75
81,3868,1136292,0,75
81,166445,1215056,1,75
81,166447,1215062,1,75
81,3752,1816330,0,75
81,3752,1819170,0,75
81,3754,1819186,1,75
81,4544,1819357,0,75
81,166443,1215030,0,75
81,4532,783741,0,75
82,166531,3113673,0,75
82,157085,3646061,0,75
82,157083,3114515,0,75
82,166533,3113767,1,75
82,166529,3113584,1,75
82,4523,3113014,0,75
82,3768,3042693,0,75
82,4525,3113254,1,75
84,1697,10884195,0,75
84,91,9685662,0,75
84,171089,8983278,0,75
84,167617,7352312,1,75
84,3790,684875,0,75
84,3788,684851,0,75
84,157383,253262,0,75
84,157093,252687,1,75
84,157385,253282,1,75
84,166543,252519,1,75
84,166541,252515,1,75
84,166539,252499,0,75
84,4525,252402,0,75
84,4523,252353,0,75
84,3762,252145,1,75
84,3760,252120,0,75
84,157091,252624,0,75
86,5989,18227682,0,75
88,3850,14619680,1,75
88,156733,14701917,0,75
88,166495,14621510,1,75
88,166493,14620772,1,75
88,166491,14620756,1,75
88,166489,14620513,0,75
88,3844,13930017,1,75
88,156733,14702303,0,75
88,166523,5026327,1,75
88,166521,5026225,0,75
88,166519,5026128,0,75
88,4546,5025636,1,75
88,4544,5025382,0,75
88,3768,4421084,0,75
88,3842,13928862,0,75
90,1697,16517933,1,75
92,3776,684795,1,75
92,5989,4485465,0,75
92,167617,20474182,1,75
93,166539,2068387,1,75
93,166541,2068195,0,75
93,166541,1896643,0,75
93,166539,1896355,0,75
93,4546,1815411,0,75
93,4544,1815396,0,75
93,3768,1729853,0,75
93,166543,1896323,1,75
94,5989,16417696,1,75
95,3823,3125891,1,75
95,171426,16430978,0,75
95,5989,6754821,0,75
95,166449,3126353,1,75
95,166447,3126127,1,75
95,166445,3126094,0,75
95,166443,3126063,1,75
95,3817,3125510,1,75
95,3752,1310906,0,75
95,166523,1311992,1,75
95,166521,1311990,1,75
95,166519,1311960,0,75
95,4539,1311598,0,75
95,4537,1311515,1,75
95,3754,1311031,1,75
95,3815,3125453,0,75
98,91,17627835,1,75
98,1697,19440830,1,75
99,5993,7260764,0,75
99,5989,7260704,0,75
99,3870,2423081,1,75
99,166511,781911,1,75
99,3868,2422998,0,75
99,4525,609115,0,75
99,4523,608469,0,75
99,3754,177714,1,75
99,3752,177435,0,75
99,166509,781267,0,75
101,1697,12354928,1,75
101,157393,2607543,0,75
101,157093,2606819,1,75
101,157091,2606608,0,75
101,166523,2606356,0,75
101,166521,2606242,0,75
101,166523,2593342,0,75
101,166521,2593287,1,75
101,157391,2607396,0,75
101,166519,2591565,0,75
101,166521,2591712,0,75
101,3760,2072836,0,75
101,3762,2073005,1,75
101,3760,2003333,0,75
101,4544,2332567,0,75
101,4546,2333178,0,75
101,166519,2333589,0,75
101,4544,2073471,0,75
102,157391,2675293,1,75
102,166519,2071009,0,75
