user_id,item_id,timestamp,correct,skill_id
1,160617,5024189,1,174
6,160617,2602795,1,174
14,160617,20045315,1,174
29,160617,17119140,1,174
48,160617,17112056,1,174
50,160617,22894207,1,174
64,160617,8117915,1,174
72,160617,14516385,1,174
110,160617,15653255,1,174
126,160617,15978988,1,174
132,160617,4933378,0,174
151,160617,17192543,1,174
155,160617,13305975,1,174
180,160617,13306371,1,174
183,160617,20220916,1,174
187,160617,6316306,1,174
193,160617,15205218,0,174
230,160617,19436052,1,174
259,160617,15203939,1,174
294,160617,15123841,1,174
314,160617,16332775,1,174
318,160617,12876558,1,174
338,160617,12702546,1,174
352,160617,21959083,1,174
352,160617,22474884,1,174
353,160617,18744980,1,174
361,160617,7877268,0,174
378,160617,14691296,1,174
379,160617,20732510,1,174
385,128925,12367583,0,174
391,160617,13832726,1,174
394,160617,8471986,1,174
420,160617,15375658,1,174
431,160617,20581872,1,174
441,160617,5444238,1,174
463,160617,15294331,1,174
486,160617,21254781,1,174
500,160617,4931164,1,174
504,160617,19266689,1,174
508,160617,14095061,0,174
511,160617,15121677,1,174
522,160617,16934644,1,174
523,160617,8380929,1,174
557,160617,4935613,1,174
562,128676,21687568,1,174
